yrsInLeague,ERA,HR9,WHIP,SO9,ASG_Result
7,3.026,0.815,1.06,8.147,NO
7,3.064,0.245,1.284,3.268,NO
2,4.17,0.989,1.333,2.58,NO
1,4.015,0.831,1.354,7.2,NO
1,3.627,0.705,1.254,6.095,NO
9,2.809,0.936,1.127,8.896,NO
1,4.105,0.684,1.281,4.895,NO
1,4.147,0.737,1.372,5.805,NO
3,4.776,1.267,1.392,4.63,NO
7,4.774,1.181,1.403,5.133,NO
6,2.986,0.995,1.23,5.724,NO
2,3.702,0.406,1.294,4.696,NO
1,3.391,0.753,1.326,5.777,NO
3,3.42,0.966,1.077,8.37,NO
8,4.5,1.125,1.325,6.75,NO
0,3.469,0.788,1.139,5.321,NO
3,4.359,0.563,1.5,6.047,NO
9,5.727,1.091,1.697,7.091,NO
3,4.667,1.004,1.428,5.169,NO
4,3.559,0.859,1.186,5.768,NO
0,2.56,0.233,1.345,2.56,NO
5,3.8,1.2,1.444,8.4,NO
2,4.286,1.5,1.321,5.679,NO
6,4.068,0.687,1.462,4.914,NO
14,1.54,0.205,0.992,8.726,NO
4,3.032,0.866,1.203,6.064,NO
4,3.24,1.234,1.337,4.783,NO
2,4.129,0.529,1.447,5.612,NO
6,3.793,0.223,1.636,7.81,NO
9,3.34,0.139,1.438,4.036,NO
4,3.447,1.149,1.383,8.809,NO
1,3.825,1.62,1.125,7.695,NO
5,2.409,0.85,1.15,7.512,NO
4,3.033,0.685,1.424,7.63,NO
6,4.037,1.009,1.43,8.832,NO
0,3.4,0.64,1.36,8.16,NO
1,5.131,1.192,1.664,5.752,NO
2,2.988,0.848,1.086,4.98,NO
6,4.19,1.469,1.243,7.906,NO
5,5.959,1.117,1.779,6.517,NO
3,2.286,0.653,1.173,5.661,NO
1,2.102,0.647,1.311,4.689,NO
8,4.859,1.69,1.258,4.944,NO
2,5.02,1.479,1.468,8.084,NO
3,3.129,0.873,1.31,4.73,NO
7,4.164,0.631,1.276,6.182,NO
1,2.28,0.84,0.947,9,NO
4,3.742,1.079,1.206,5.022,NO
10,2.7,0.142,1.263,8.1,NO
5,3.244,1.047,1.116,6.488,NO
9,4.064,0.903,1.244,6.411,NO
3,2.559,0.768,1.052,10.365,NO
5,3.389,1.117,1.222,4.254,NO
4,3.566,1.443,1.226,4.203,NO
11,2.331,0.777,1.187,7.576,NO
12,3.569,1.241,1.19,10.086,NO
3,5.516,0.29,1.968,2.903,NO
1,3.031,0.276,1.5,10.194,NO
2,1.43,0.179,1.043,6.258,NO
14,4.696,1.174,1.383,6.574,NO
4,4.298,1.212,1.322,7.273,NO
11,4.378,1.095,1.115,8.392,NO
3,3.447,1.044,1.178,7.364,NO
3,4.079,1.068,1.209,8.547,NO
2,3.698,0.579,1.396,6.059,NO
4,3.662,0.529,1.377,4.985,NO
5,3.609,0.802,1.545,6.015,NO
8,3.73,0.533,1.539,8.349,NO
10,3.098,0.148,1.246,5.902,NO
6,4.442,1.013,1.39,3.545,NO
8,4.711,1.216,1.413,6.281,NO
3,2.096,0,1.315,4.685,NO
2,4.846,1.038,1.365,7.269,NO
5,4.525,1.017,1.362,4.068,NO
5,2.497,0.624,1.023,8.74,NO
5,3.395,0.808,1.383,10.024,NO
4,3.698,0.578,1.292,4.391,NO
1,2.419,0.458,1.155,8.041,NO
8,2.834,0.597,1.177,9.696,NO
4,7.064,1.099,1.797,6.907,NO
3,3.143,0.429,1.476,6.714,NO
7,4.5,1.768,1.429,7.071,NO
1,3.936,1.259,1.347,7.793,NO
9,7.646,1.434,1.885,5.735,NO
0,2.925,1.125,1.3,10.8,NO
2,2.067,0.904,1.062,11.756,NO
8,6.932,2.554,1.743,6.385,NO
8,4.407,1.004,1.388,2.901,NO
7,2.127,0.409,1.027,7.2,NO
2,3.209,0.599,1.274,6.504,NO
2,2.857,0.571,1.032,11.143,NO
10,2.492,0.692,1.246,4.569,NO
10,4.223,1.156,1.363,5.028,NO
5,3.237,0.632,1.123,5.171,NO
11,2.92,0.551,1.12,6.612,NO
6,3.475,0.749,1.337,6.309,NO
3,3.702,0.871,1.268,6.837,NO
9,2.25,0.375,1.181,6.875,NO
1,6,1.2,1.556,9.4,NO
2,3.569,1.053,1.19,6.224,NO
3,5.42,1.706,1.561,7.026,NO
4,2.088,0.597,1.26,8.055,NO
11,2.759,0.669,1.198,6.604,NO
4,2.833,0.5,1.093,11.333,NO
4,4.205,1.165,1.368,3.749,NO
3,3.731,0.654,1.329,5.962,NO
7,3.6,0.771,1.329,6.3,NO
7,4.416,1.405,1.433,7.277,NO
1,2.885,0.412,1.214,4.328,NO
4,4.677,1.398,1.495,8.63,NO
2,2.278,0.57,1.013,7.291,NO
2,3.679,1.25,1.19,5.143,NO
4,2.348,0.783,1.174,9.196,NO
3,2.552,0.806,1.388,5.709,NO
9,3.671,1.303,1.184,6.987,NO
11,2.641,0.587,1.185,6.065,NO
11,4.154,0.462,1.487,7.154,NO
3,3.348,0.957,1.152,7.972,NO
4,4.25,0.714,1.448,3.75,NO
2,3.452,0.979,1.288,5.204,NO
7,4.759,1.202,1.542,3.156,NO
6,4.074,0.853,1.379,7.579,NO
3,3.074,0.791,1.16,4.809,NO
4,3.442,0.498,1.203,7.009,NO
4,3.857,1.321,1.25,6.446,NO
4,2.48,0.964,1.041,10.194,NO
7,4.036,0.881,1.34,5.01,NO
9,5.055,0.616,1.589,3.699,NO
6,3.487,1.178,1.314,7.822,NO
4,3,1.059,1.353,10.235,NO
3,4.522,0.904,1.263,9.301,NO
5,3.447,1.149,1.34,7.324,NO
9,3.984,1.328,1.439,5.422,NO
10,3.513,0.433,1.342,3.417,NO
6,3.29,0.677,1.376,5.419,NO
1,4.803,1.298,1.673,5.841,NO
5,3.456,0.864,1.344,9.936,NO
4,3.922,1.032,1.468,5.615,NO
7,4.877,0.697,1.394,5.052,NO
2,5.452,0.519,1.356,7.01,NO
9,4.849,1.233,1.397,5.589,NO
7,3,0.571,1.138,4.571,NO
14,4.028,1.044,1.16,8.055,NO
4,3.462,0.554,1.369,7.477,NO
2,3.925,0.946,1.377,7.802,NO
2,5.409,1.526,1.454,3.976,NO
10,3.844,0.938,1.234,6.047,NO
0,1.921,0.565,0.916,11.636,NO
3,4.138,1.008,1.468,4.774,NO
4,3.883,0.768,1.48,4.56,NO
8,4.335,1.178,1.372,7.681,NO
4,2.913,0.56,1.207,6.05,NO
1,5.691,1.695,1.534,5.57,NO
9,3.59,1.249,1.249,10.457,NO
2,4.314,1.067,1.304,3.294,NO
15,5.321,0.394,1.686,9.46,NO
3,5.255,0.544,1.711,7.067,NO
2,3.153,0.197,1.555,6.504,NO
1,5.492,1.831,1.627,10.068,NO
2,3.793,0.967,1.364,5.653,NO
2,6.109,0.788,1.599,7.686,NO
3,5.875,1.25,1.361,8.375,NO
7,4.947,2.473,1.603,8.244,NO
5,5.625,1.929,1.506,4.125,NO
3,5.697,1.982,1.761,6.688,NO
5,3.691,1.371,1.184,12.867,NO
3,3.857,0.964,1.276,4.558,NO
1,2.335,1.022,1.184,8.027,NO
4,4.263,1.421,1.449,6.24,NO
2,3.682,0.818,1.386,5.932,NO
7,4.088,0.323,1.733,5.378,NO
12,3.5,1,0.981,10.333,NO
2,4.446,0.976,1.349,8.675,NO
1,3.706,0.722,1.337,5.872,NO
3,3.642,1.13,1.144,9.419,NO
1,4.483,0.938,1.436,8.027,NO
9,2.88,1.08,0.96,8.46,NO
1,2.851,0.503,1.043,16.099,NO
5,3.812,1.747,1.429,8.894,NO
6,3.543,0.987,1.156,7.086,NO
4,3.107,0.822,1.223,7.173,NO
3,3.767,0.314,1.326,9.576,NO
4,4.772,1.373,1.424,6.276,NO
3,3.966,0.621,1.418,4.492,NO
10,5.143,0.727,1.553,4.081,NO
9,4.59,1.037,1.388,5.676,NO
13,3.098,1.328,1.311,7.23,NO
6,2.613,0.622,1.078,8.959,NO
2,3.798,0.924,1.278,6.776,NO
4,4.154,0.32,1.367,4.953,NO
3,4.941,1.147,1.676,3.706,NO
4,5.163,1.185,1.561,6.856,NO
2,3.276,0.339,1.268,7.343,NO
4,5.049,1.435,1.47,4.518,NO
0,2.827,0.636,1.139,4.948,NO
2,3.496,0.92,1.247,8.463,NO
1,3.802,0.771,1.567,4.518,NO
1,2.084,0.781,1.225,6.338,NO
8,2.021,0.433,0.802,14.872,NO
11,3.896,0.806,1.194,6.851,NO
6,3.654,0.914,1.415,3.451,NO
3,3.53,0.638,1.235,4.656,NO
16,3.665,0.855,1.317,4.765,NO
4,5.134,0.974,1.672,5.843,NO
9,4.75,1.375,1.398,5.417,NO
7,3.335,0.953,1.253,3.812,NO
0,3.496,0.777,1.209,9.324,NO
4,4.395,1.301,1.405,5.786,NO
7,3.347,0.298,1.372,3.942,NO
9,5.268,0.988,1.354,8.89,NO
2,3.102,1.271,1.254,6.305,NO
7,3.871,0.566,1.437,6.136,NO
11,3.746,0.904,1.378,8.268,NO
1,3.424,0.527,1.42,5.268,NO
1,3.357,0.292,1.135,6.714,NO
6,4.917,1.624,1.405,7.2,NO
4,4.425,0.948,1.53,6.953,NO
6,3.729,1.029,1.471,5.529,NO
8,3.592,0.811,1.288,6.258,NO
5,5.192,0.692,1.474,4.962,NO
1,4.133,1.24,1.087,7.852,NO
12,1.701,0.425,0.933,7.122,NO
6,5.3,0.96,1.549,4.799,NO
19,3.531,0.415,1.454,6.231,NO
7,2.219,0.37,1.192,6.904,NO
2,5.273,1.477,1.313,12.656,NO
4,4.028,0.895,1.459,6.414,NO
6,3.693,0.898,1.331,5.789,NO
1,4.304,0.973,1.343,7.326,NO
7,4.368,1.022,1.162,7.017,NO
2,3,0.692,1.295,9.115,NO
7,2.613,0.871,1.258,12.368,NO
1,2.25,0,1.19,9.36,NO
1,3.687,0.542,1.355,5.53,NO
9,1.984,0.22,0.931,5.4,NO
4,3.59,0.862,1.372,7.181,NO
3,4.421,0.579,1.409,4.474,NO
7,2.015,0.604,0.896,8.261,NO
7,4.378,1.251,1.425,7.089,NO
5,4.016,0.88,1.237,7.113,NO
8,3.748,1.249,1.189,9.561,NO
9,5.086,1.387,1.5,3.236,NO
3,2.368,0.711,1.026,8.289,NO
3,3.453,0.628,1.5,8.006,NO
1,2.944,1.218,1.06,5.075,NO
6,2.826,1.099,1.099,10.047,NO
6,5.216,1.841,1.261,6.597,NO
8,4.27,1.256,1.423,9.167,NO
1,5.093,1.533,1.396,4.846,NO
0,4.804,1.325,1.564,8.282,NO
0,4.698,1.091,1.334,4.84,NO
8,3.17,0.939,1.135,8.335,NO
1,3.423,0.38,1.31,8.746,NO
2,3.264,0.593,1.352,6.082,NO
2,2.789,0.761,1.268,7.099,NO
10,4.147,0.75,1.368,2.338,NO
7,3.78,0.81,1.3,5.355,NO
16,3.705,0.964,1.438,5.633,NO
2,6,1.75,1.667,6.625,NO
3,4.05,0.675,1.375,5.738,NO
3,5.246,0.771,1.714,6.943,NO
2,4.607,0.64,1.536,5.502,NO
16,3.932,1.049,1.223,8.388,NO
6,4.14,0.72,1.74,7.02,NO
4,4.739,0.862,1.58,5.314,NO
7,5.264,0.849,1.491,6.623,NO
1,3.838,0.265,1.632,7.015,NO
8,1.81,0.453,1.123,4.978,NO
3,5.287,0.755,1.448,9.629,NO
1,3.591,1.064,1.419,10.64,NO
2,3.691,1.466,1.23,4.348,NO
7,6.395,1.303,1.842,5.447,NO
3,3.985,0.653,1.363,3.779,NO
0,3.387,0.871,1.323,4.403,NO
3,2.938,0.979,1.166,7.275,NO
4,3.695,0.966,1.246,6.886,NO
3,3.397,0.784,1.273,4.529,NO
0,2.44,0.163,1.012,6.831,NO
5,4.055,1.382,1.316,7.51,NO
3,3.489,0.665,1.302,7.062,NO
2,3.819,1.379,1.273,5.994,NO
2,3.15,1.125,1.325,4.725,NO
11,2.038,0.611,1.098,7.642,NO
10,3.6,0.84,1.413,5.88,NO
2,4.739,0.852,1.394,5.08,NO
9,2.18,0.168,1.23,8.05,NO
8,3.058,0.612,1.33,7.427,NO
0,2.485,0.331,1.104,9.276,NO
7,3.423,0.951,1.12,9.317,NO
14,4.055,0.692,1.352,5.934,NO
2,3.947,0.632,1.807,7.421,NO
5,2.177,0.726,0.919,7.984,NO
2,6.402,2.227,1.655,5.845,NO
3,3.804,1.206,1.201,7.794,NO
7,3.508,1.22,1.322,6.102,NO
2,2.872,0.766,1.574,10.34,NO
3,4.508,1.315,1.367,5.071,NO
3,2.216,0.604,1.131,9.269,NO
0,3.615,0.959,1.303,8.41,NO
7,3.148,0.928,1.009,7.628,NO
5,5.282,1.382,1.399,6.861,NO
15,3.714,1.143,1.063,6.429,NO
7,6.437,2.146,1.45,4.023,NO
1,4.674,0.935,1.509,6.489,NO
3,2.625,0.375,1.354,5.438,NO
1,4.024,0.366,1.366,5.634,NO
5,3.397,0.265,1.377,3.176,NO
1,4.315,0.863,1.384,4.808,NO
6,3.332,0.563,1.356,4.976,NO
5,4.773,1.182,1.52,4.273,NO
3,4.588,0.176,1.647,10.235,NO
10,2.52,1.08,1.347,10.8,NO
3,2.25,0.265,0.956,8.338,NO
8,2.559,0.64,1.085,7.294,NO
0,2.793,0,1.569,7.759,NO
1,3.6,0.635,1.2,10.271,NO
4,2.81,0.367,1.33,10.262,NO
4,6.211,1.7,1.453,7.257,NO
8,4.307,0.63,1.5,4.78,NO
5,3.792,1.051,1.381,5.848,NO
4,4.418,0.491,1.541,6.995,NO
2,2.859,0.318,1.2,12.071,NO
9,1.567,0.603,0.964,4.58,NO
7,4.177,0.474,1.378,4.694,NO
7,4.05,0.338,1.8,10.463,NO
8,6.487,1.753,1.461,8.24,NO
2,4.596,1.264,1.506,5.055,NO
5,2.177,1.016,1,8.565,NO
4,4.793,0.88,1.63,4.793,NO
8,3.656,0.844,1.25,7.875,NO
3,4.939,0.988,1.692,6.421,NO
5,2.077,0.675,0.871,6.231,NO
3,5.838,1.216,1.721,3.649,NO
6,3.529,1.059,1.176,9,NO
4,4.042,0.808,1.293,6.629,NO
4,2.836,0.493,1.123,5.301,NO
12,4.062,0.836,1.5,5.615,NO
11,1.342,0.503,1.006,5.87,NO
8,4.635,0.695,1.391,8.343,NO
0,2.919,0.973,1.135,9.973,NO
10,3.569,1.086,1.259,3.879,NO
2,4.167,0.808,1.365,7.824,NO
1,3.577,0.808,1.436,6.923,NO
11,4.923,1.74,1.453,7.11,NO
2,3.987,0.498,1.435,7.792,NO
5,3.715,1.047,1.308,5.233,NO
8,4.879,1.093,1.411,4.542,NO
1,3.778,0.556,1.494,5.667,NO
5,4.454,0.946,1.392,7.014,NO
8,5.699,1.051,1.623,6.75,NO
6,4.177,0.895,1.707,7.011,NO
5,3.541,0.738,1.328,8.262,NO
4,3.766,0.342,1.489,3.864,NO
7,3.886,1.227,1.295,5.727,NO
1,4.228,0.769,1.335,5.861,NO
3,2.512,1.099,1.169,9.89,NO
6,2.775,0.213,1.257,3.415,NO
2,3.661,0.549,1.342,4.485,NO
5,4.599,1.484,1.451,10.83,NO
0,4.969,0.994,1.344,7.785,NO
10,4.731,1.154,1.321,5.192,NO
4,2.525,0.194,1.079,9.324,NO
11,3.864,1.002,1.219,5.39,NO
7,4.644,1.296,1.44,5.022,NO
1,3.75,0.75,1.296,4.763,NO
4,3.019,1.006,1.472,8.385,NO
1,3.814,1.04,1.512,7.108,NO
0,5.335,2.102,1.707,5.335,NO
5,3.996,0.605,1.466,7.386,NO
4,3.597,0.99,1.28,5.734,NO
6,4.166,0.617,1.509,4.011,NO
6,3.22,1.239,1.211,7.679,NO
7,3.586,1.266,1.254,6.328,NO
5,3.755,0.805,1.113,6.258,NO
1,4.223,1.006,1.391,5.279,NO
3,3.585,0.953,1.351,6.081,NO
7,3.5,0.5,1.125,7.625,NO
1,3.6,0.36,1.44,8.82,NO
7,3.966,1.322,1.286,7.05,NO
7,6.703,0.559,1.759,5.772,NO
7,2.643,0.189,1.573,8.685,NO
3,3.052,0.939,1.461,9.391,NO
1,3.59,0.431,1.42,8.617,NO
2,4.033,0.807,1.339,5.742,NO
1,3.228,0.88,1.353,6.016,NO
7,4.954,0.743,1.596,8.174,NO
9,3.103,0.31,1.259,6.828,NO
1,4.954,1.239,1.541,9.165,NO
5,2.801,0.112,1.344,5.826,NO
5,3.327,0.851,1.178,5.338,NO
3,3.013,0.362,1.299,5.304,NO
0,1.182,0.197,0.788,12.613,NO
2,4.454,1.253,1.407,7.794,NO
3,5.422,1.398,1.453,3.801,NO
11,2.535,0.354,1.068,4.245,NO
9,3.4,1,1.356,4.2,NO
5,2.902,0.841,1.182,4.5,NO
5,3.078,0.466,1.202,4.57,NO
3,3.664,0.862,1.221,4.064,NO
7,1.945,0.458,1.017,6.75,NO
3,3.965,0.566,1.427,8.497,NO
4,3,0.5,1.222,6,NO
4,4.41,1.123,1.327,6.823,NO
3,3.456,1.08,1.2,9.288,NO
12,5.149,1.113,1.423,5.567,NO
2,2.028,0.3,1.031,5.896,NO
2,3.242,0.572,1.157,8.047,NO
0,2.65,0.883,1.234,5.804,NO
8,4.398,0.92,1.398,4.193,NO
12,4.874,1.386,1.381,5.543,NO
10,4.231,0.604,1.299,8.06,NO
3,3.199,0.63,1.379,5.575,NO
4,4.781,0.956,1.594,3.369,NO
4,5.774,1.698,1.642,7.132,NO
1,3.782,0.42,1.436,3.782,NO
6,3.704,0.714,1.498,5.668,NO
11,4.856,1.165,1.468,8.935,NO
0,5.727,1.636,1.273,6.545,NO
1,5.327,1.286,1.612,6.612,NO
9,4.208,0.935,1.325,6.312,NO
8,3.61,0.667,1.317,5.141,NO
3,6.136,1.023,1.659,7.364,NO
0,4.014,0.73,1.662,5.108,NO
1,4.531,1.053,1.317,4.988,NO
5,4.365,0.728,1.464,4.042,NO
9,4.852,1.582,1.4,6.855,NO
2,4.119,0.305,1.322,6.864,NO
4,4.83,0.828,1.37,5.014,NO
2,3,0.682,1.379,10.364,NO
1,2.847,0.756,1.245,7.695,NO
3,2.846,0.803,1.159,7.37,NO
5,4.529,0.871,1.258,11.671,NO
12,3.416,0.976,1.229,4.717,NO
5,2.795,0.379,1.326,2.511,NO
6,6.234,1.677,1.524,7.309,NO
3,4.583,0.743,1.376,6.564,NO
9,4.171,1.427,1.378,6.695,NO
6,3.24,1.08,1.635,2.97,NO
6,5.243,1.266,1.594,4.882,NO
5,3.386,0.608,1.307,7.206,NO
6,2.631,0.554,1.046,10.385,NO
0,3.823,1.075,1.274,4.54,NO
8,4.253,0.555,1.295,6.842,NO
2,4.791,1.101,1.317,6.151,NO
0,3.431,0.597,1.508,6.116,NO
6,5.41,1.365,1.484,4.581,NO
8,3.412,0.742,1.467,5.192,NO
8,4.388,1.181,1.35,8.606,NO
5,5.063,0.46,1.653,9.358,NO
7,3.553,1.243,1.322,9.414,NO
2,2.73,0.455,1.483,7.281,NO
10,3.135,1.011,1.112,9.202,NO
3,5.4,2.006,1.749,8.64,NO
7,4.613,1.131,1.462,5.427,NO
6,3.218,0.979,1.399,5.736,NO
2,1.561,0.156,0.85,13.266,NO
5,3.405,1.216,1.176,5.23,NO
4,4.35,2.1,1.033,9.6,NO
2,3.888,1.188,1.428,6.264,NO
5,4.103,1.191,1.706,7.279,NO
6,3.15,1.05,1.067,7.8,NO
5,2.935,0.391,1.391,10.174,NO
0,3.033,0.962,1.175,5.104,NO
3,3.881,1.013,1.225,8.044,NO
2,8.41,1.918,1.885,4.574,NO
5,6.75,1.718,1.527,4.909,NO
10,3.392,0.271,1.432,8.683,NO
4,5.357,1.179,1.321,8.036,NO
13,3.259,0.582,1.565,5.237,NO
8,3,0.577,1.487,5.308,NO
2,3.987,1.087,1.47,4.53,NO
1,5.087,1.304,1.435,6.261,NO
1,4.896,0.445,1.549,6.676,NO
6,4.32,0.926,1.32,6.789,NO
13,3.444,1.444,1.123,6.667,NO
5,5.211,1.184,1.592,9.474,NO
2,5.063,0.307,1.619,8.284,NO
2,3.755,0.784,1.418,4.212,NO
1,3.42,0.72,1.5,9,NO
0,3.421,0.611,1.249,7.819,NO
4,3.41,0.737,1.198,6.727,NO
5,4.52,1.222,1.534,7.575,NO
5,4.254,1.042,1.717,6.338,NO
7,5.889,1.167,1.667,4.222,NO
9,3.59,0.718,1.245,8.473,NO
1,4.402,1.467,1.272,4.842,NO
0,4.03,1.209,1.276,4.836,NO
2,4.781,0.422,1.672,10.125,NO
1,3.082,0.293,1.353,8.071,NO
5,4.816,1.119,1.535,5.595,NO
4,4.68,1.08,1.54,5.04,NO
2,3.722,0.803,1.411,9.195,NO
4,3.42,0.54,1.185,7.515,NO
20,3.857,1.102,1.265,7.347,NO
5,4.261,1.536,1.299,8.422,NO
3,4.665,0.659,1.524,6.311,NO
3,4.316,0.602,1.506,4.617,NO
7,2.56,0.815,1.409,8.728,NO
1,3.311,0.509,1.09,8.533,NO
0,3.331,0.701,1.247,10.519,NO
4,3.319,1.024,1.165,6.842,NO
3,3.484,0.726,1.532,6.823,NO
4,4.665,1.142,1.335,8.239,NO
5,4.083,0.667,1.574,6.75,NO
2,5.67,1.047,1.599,3.751,NO
1,4.219,0.9,1.369,6.581,NO
7,4.086,0.888,1.342,5.862,NO
9,2.935,0.196,1.239,3.717,NO
4,1.8,0.36,1.093,6.48,NO
1,3.603,0.842,1.279,6.551,NO
2,2.109,0.141,1.234,10.266,NO
3,4.909,1.145,1.509,9.818,NO
3,3.708,0.695,1.275,6.142,NO
7,4.102,1.13,1.288,3.265,NO
1,4.035,1.146,1.301,8.269,NO
4,4.091,1.052,1.208,5.844,NO
2,2.854,0.659,1.146,10.866,NO
7,3.627,1.209,0.985,11.284,NO
3,2.916,0.648,1.2,10.692,NO
16,3.273,0.818,1.309,4.745,NO
5,4.011,0.863,1.299,7.073,NO
2,4.046,0.352,1.534,6.112,NO
10,5.409,1.262,1.658,7.077,NO
3,2.455,0.614,0.989,8.744,NO
3,3.6,0.684,1.356,5.724,NO
1,2.348,0.427,1.186,8.217,NO
17,3.481,0.47,1.286,6.868,NO
2,5.112,0.993,1.654,5.906,NO
5,3.29,0.581,1.355,6.097,NO
2,2.741,0.583,1.302,6.823,NO
4,5.101,0.665,1.694,4.768,NO
5,3.276,0.596,1.39,8.04,NO
6,2.7,0.54,1.224,6.48,NO
3,3.827,0.935,1.266,6.931,NO
1,3.711,0.699,1.249,4.894,NO
1,5.052,1.176,1.432,4.79,NO
8,7.251,1.543,2.023,6.326,NO
17,2.887,0.34,1.16,7.217,NO
3,3.889,0.84,1.277,7.556,NO
4,4.015,1.246,1.354,7.892,NO
7,2.7,0.853,1.342,9.095,NO
5,3.553,0.914,1.331,4.568,NO
10,2.177,0.871,1.081,11.758,NO
7,3.389,0.565,1.23,7.343,NO
7,4.819,1.26,1.527,7.886,NO
2,2.961,0.504,1.215,6.49,NO
5,4.808,0.925,1.521,5.548,NO
1,5.063,0.338,1.594,7.594,NO
3,1.844,0.395,1.302,5.4,NO
9,5.066,0.612,1.559,4.008,NO
9,3.743,0.799,1.303,5.34,NO
1,3.682,1.074,1.313,8.591,NO
5,3.47,1.185,1.176,8.125,NO
20,3.259,0.931,1.319,7.914,NO
3,4.28,0.905,1.326,4.157,NO
5,3.506,1.353,1.141,9.417,NO
12,3.625,0.836,1.404,5.205,NO
3,5.507,0.403,1.731,6.582,NO
1,5.199,1.006,1.565,9.224,NO
1,2.654,0.641,1.149,3.661,NO
3,3.696,1.446,1.393,9.482,NO
12,3.85,1.145,1.416,4.942,NO
1,4.43,0.933,1.456,6.668,NO
3,2.559,0.384,1.265,5.886,NO
0,2.912,0.265,1.265,7.412,NO
1,3.419,1.006,1.279,5.581,NO
10,3.273,0.818,1.636,6.545,NO
7,3.961,0.834,1.332,5.004,NO
4,4.605,1.264,1.284,6.908,NO
3,3.289,0.685,1.165,7.127,NO
3,3.986,0.9,1.443,7.071,NO
9,4.787,0.191,1.553,4.979,NO
7,6.251,2.394,1.419,6.251,NO
8,4.05,1.432,1.273,6.3,NO
6,4.894,0.9,1.525,4.556,NO
6,3.659,0.61,1.294,5.378,NO
1,3.821,0.613,1.474,4.686,NO
5,3.244,0.877,1.13,10.256,NO
5,3.571,0.784,1.398,5.313,NO
7,4.844,0.969,1.329,6.782,NO
8,5.457,1.436,1.723,7.277,NO
19,3.313,0.497,1.196,5.301,NO
3,3.56,0.593,1.368,7.121,NO
3,3.962,0.734,1.375,4.696,NO
1,3.68,0.526,1.37,6.642,NO
3,5.097,0.796,1.478,3.664,NO
1,3.412,0.292,1.321,6.238,NO
0,3.812,0.424,1.318,5.082,NO
8,2.717,0,1.283,6.792,NO
5,3.745,0.591,1.489,6.307,NO
4,4.794,0.882,1.482,3.141,NO
5,4.283,0.745,1.159,8.379,NO
5,3.51,0.72,1.35,6.39,NO
4,4.481,1.008,1.519,5.938,NO
5,4.303,0.807,1.56,5.863,NO
16,6.261,1.487,1.861,5.713,NO
8,4.168,0.474,1.442,3.411,NO
1,4.607,0.964,1.262,9.911,NO
7,3.61,1.299,0.963,12.85,NO
5,4.935,1.493,1.493,5.309,NO
4,4.506,1.355,1.384,6.997,NO
9,5.463,1.156,1.646,5.305,NO
6,4.712,0.637,1.571,8.788,NO
0,5.236,0.982,1.418,9.655,NO
5,5.4,0.704,1.67,7.043,NO
2,2.798,0.42,1.088,3.917,NO
4,2.717,0.679,1.396,7.132,NO
12,4.438,1.028,1.339,5.325,NO
12,3.499,0.851,1.287,6.667,NO
15,5.226,1.025,1.537,4.304,NO
8,3.31,0.697,1.384,6.619,NO
9,3.878,0.796,1.215,7.956,NO
4,4.631,0.887,1.533,3.843,NO
2,1.954,0.622,1.283,8.171,NO
3,3.528,1.688,1.33,7.824,NO
13,4.032,0.888,1.319,5.511,NO
8,3.133,0.645,1.403,6.174,NO
4,5.165,0.822,1.487,5.635,NO
2,3.504,0.629,1.343,3.864,NO
2,3.278,0.865,1.204,5.145,NO
1,3.947,0.632,1.333,10.105,NO
8,4.519,0.725,1.494,5.969,NO
8,4.871,1.113,1.438,5.706,NO
0,4.05,1.05,1.55,7.5,NO
12,6.471,1.116,1.785,6.694,NO
9,2.388,0.918,1.163,7.531,NO
5,4.179,0.643,1.036,7.875,NO
9,5.613,1.839,1.554,5.806,NO
9,3.232,0.38,1.479,8.746,NO
9,3.687,0.614,1.289,4.735,NO
2,3.923,1.246,1.195,8.446,NO
15,3.951,0.659,1.244,7.244,NO
1,4.706,1.239,1.335,6.688,NO
3,4.897,0.823,1.56,3.554,NO
10,4.583,0.498,1.561,5.978,NO
10,2.461,0.563,0.938,6.75,NO
13,2.238,0.699,0.979,7.415,NO
2,5.559,1.787,1.632,6.154,NO
8,2.382,0.397,1.103,10.125,NO
2,5.863,1.721,1.518,4.733,NO
7,5.712,0.346,1.923,7.096,NO
9,2.898,0.395,1.346,8.034,NO
7,4.702,1.062,1.483,6.674,NO
7,2.129,0.56,0.971,7.058,NO
13,4.661,1.143,1.236,6.244,NO
2,3.59,1.092,1.405,9.832,NO
5,4.338,0.926,1.44,8.042,NO
6,5.507,1.142,1.47,4.433,NO
1,3.497,1.08,1.297,9.977,NO
2,3.041,1.338,1,10.095,NO
1,4.771,0.682,1.532,5.977,NO
9,6.359,1.564,1.737,3.701,NO
4,4.03,0.856,1.22,7.153,NO
1,3.113,0.362,1.182,4.633,NO
2,2.628,0.906,1.178,6.886,NO
1,5.348,1.696,1.565,8.609,NO
5,2.535,0.761,1.113,12.803,NO
8,4.125,1.875,1.458,9,NO
11,3.974,1.169,1.377,6.545,NO
6,2.619,0.564,1.093,6.166,NO
1,5.726,1.583,1.453,4.05,NO
7,4.126,1.019,1.398,5.757,NO
4,4.555,1.242,1.367,3.851,NO
6,3.256,0.351,1.364,3.557,NO
0,3.214,0.429,1.31,4.393,NO
2,5.031,1.006,1.416,7.211,NO
4,3.813,1.031,1.219,9.275,NO
