G,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,IBB,HBP,SH,SF,GIDP,yrsInLeague,ASG_Result
160,622,108,192,20,9,3,44,51,19,90,62,1,6,7,7,3,9,YES
123,380,45,103,19,0,13,47,0,1,35,80,9,4,4,2,9,4,YES
128,475,41,109,16,0,15,68,0,0,21,101,2,0,0,8,16,5,YES
91,290,51,78,22,0,17,60,4,2,42,72,4,0,0,4,6,1,YES
132,415,97,115,15,3,27,71,80,11,68,100,5,1,0,3,6,2,YES
142,475,60,115,29,1,13,54,4,3,42,149,2,3,1,2,8,0,YES
140,446,51,124,15,1,17,68,3,4,46,45,7,3,2,2,10,14,YES
156,613,84,196,35,3,7,81,10,2,32,101,1,3,3,3,16,2,YES
125,412,71,135,31,6,19,89,5,4,35,40,1,6,0,3,7,2,YES
123,262,43,73,13,0,17,41,3,6,27,64,0,1,2,1,4,6,YES
162,606,83,146,38,2,26,87,32,8,56,111,4,10,9,4,9,5,YES
121,415,65,117,26,4,10,65,10,5,45,57,8,4,1,3,17,0,YES
147,495,64,147,30,3,8,41,16,8,28,129,0,8,5,1,6,0,YES
155,570,71,157,33,1,28,84,2,2,44,100,9,1,1,9,29,1,YES
145,545,101,153,34,2,38,112,4,1,68,117,12,10,0,2,6,1,YES
121,431,38,105,13,3,2,30,3,7,23,33,0,1,4,1,9,8,YES
148,551,60,137,30,2,15,81,1,0,53,103,2,1,0,10,11,7,YES
107,400,66,105,20,8,17,62,21,9,41,114,1,2,1,3,2,3,YES
160,593,76,163,39,1,8,76,0,2,68,110,8,6,0,3,16,11,YES
136,474,70,125,18,3,31,85,0,1,44,119,11,5,0,6,14,8,YES
160,615,79,160,32,2,22,69,9,3,68,122,1,7,0,5,8,2,YES
131,522,85,152,24,7,3,29,16,7,45,68,5,4,5,2,8,2,YES
133,436,52,119,27,1,12,56,8,5,51,62,5,0,2,3,8,7,YES
152,507,60,124,18,4,15,80,1,1,74,77,7,2,4,8,19,2,YES
151,564,81,172,27,5,15,83,10,3,37,57,4,4,10,8,13,2,YES
73,269,31,82,10,2,1,18,0,0,16,33,0,0,1,1,4,0,YES
122,391,66,111,16,3,16,56,1,2,32,66,2,9,3,3,10,1,YES
120,303,42,81,22,0,14,52,4,4,26,72,1,7,3,0,1,5,YES
103,381,41,115,17,1,10,44,4,1,44,80,2,1,3,2,16,3,YES
131,469,82,151,38,1,25,84,4,1,70,106,10,4,0,1,8,2,YES
147,521,59,146,25,6,18,82,9,1,46,69,2,5,0,8,16,3,YES
124,322,49,97,12,4,0,24,21,8,34,61,2,3,11,0,6,1,YES
153,599,64,173,30,3,5,69,4,2,44,46,4,0,1,6,22,6,YES
102,309,39,83,14,1,12,56,2,2,33,48,1,1,2,2,12,6,YES
157,569,82,154,35,1,28,81,7,2,59,125,5,12,0,8,17,1,YES
106,428,51,121,24,1,14,51,1,1,31,71,1,3,0,4,12,3,YES
120,411,61,116,24,4,26,82,4,6,41,129,2,10,5,5,9,1,YES
145,446,73,114,23,3,30,87,4,2,50,140,3,6,0,3,4,6,YES
158,633,94,165,25,4,8,48,37,11,51,79,3,3,7,5,8,2,YES
157,592,97,190,37,1,34,130,3,3,53,93,9,5,0,11,10,3,YES
141,521,102,160,14,10,26,100,41,4,72,81,4,2,0,7,8,5,YES
119,402,57,105,14,7,5,24,32,9,55,69,1,4,2,1,5,5,YES
148,569,116,185,28,8,1,42,70,14,81,83,6,1,2,4,8,2,YES
158,593,80,171,28,2,11,69,3,2,48,74,5,6,4,3,12,1,YES
134,502,65,116,22,1,36,88,7,5,34,153,5,4,1,2,13,4,YES
155,584,77,152,24,2,43,109,0,1,35,143,1,5,0,8,16,3,YES
143,529,69,149,31,7,14,64,4,3,27,72,2,5,2,10,14,3,YES
135,529,74,127,21,4,26,80,7,7,37,137,5,5,0,3,8,1,YES
89,341,48,95,11,3,6,42,16,3,20,62,1,3,1,3,4,9,YES
128,486,63,158,19,9,7,61,2,3,17,45,9,0,1,6,15,3,YES
148,569,80,162,29,1,7,49,37,12,43,74,3,3,2,4,6,7,YES
160,596,92,162,42,3,31,106,6,4,72,116,10,13,0,4,19,3,YES
137,492,81,139,26,4,13,69,26,7,65,78,8,3,2,5,14,3,YES
75,265,41,80,19,6,7,24,14,3,19,46,0,2,1,0,4,2,YES
161,658,92,188,38,4,13,78,23,3,32,95,2,2,0,5,13,5,YES
157,609,93,165,37,5,14,81,7,3,58,93,7,4,0,4,26,9,YES
138,488,69,138,24,3,25,85,2,2,76,134,6,3,0,2,7,4,YES
156,598,112,145,33,1,23,71,21,7,89,129,1,9,3,8,8,2,YES
118,406,58,105,18,0,7,54,26,4,57,42,7,6,0,7,11,4,YES
137,526,94,156,37,3,31,128,9,4,48,110,4,9,1,10,16,6,YES
105,268,25,64,7,1,9,32,0,3,18,40,2,1,3,1,4,2,YES
127,410,58,118,21,6,8,53,7,3,50,56,5,1,2,6,12,9,YES
124,496,68,140,26,4,11,73,6,5,12,88,0,4,4,2,13,8,YES
149,580,74,163,38,1,10,64,3,1,34,31,2,10,4,4,20,4,YES
161,605,90,168,39,1,32,98,12,5,68,128,4,8,2,5,14,7,YES
127,383,45,88,11,3,2,22,10,9,40,48,3,0,2,3,8,2,YES
87,314,39,84,21,3,12,62,0,2,25,84,3,2,4,1,12,0,YES
119,379,42,85,17,1,10,39,2,4,31,55,3,7,2,6,12,6,YES
137,329,62,85,21,3,13,38,22,1,39,77,2,9,3,2,2,2,YES
152,604,66,172,36,3,10,75,19,9,43,29,4,1,0,9,24,5,YES
131,489,61,144,26,2,9,55,13,1,61,64,12,1,0,3,9,1,YES
113,369,72,118,25,0,30,75,4,2,58,85,2,3,0,2,10,5,YES
117,377,50,104,21,0,21,74,5,4,45,98,2,3,1,2,13,1,YES
158,607,85,166,44,2,14,74,32,16,51,79,7,1,0,8,26,6,YES
158,566,101,184,46,5,15,83,4,9,58,69,0,7,6,6,14,2,YES
154,636,95,175,31,8,8,47,27,15,43,114,0,3,9,2,8,2,YES
142,566,92,156,24,1,2,35,16,5,42,49,1,13,14,2,11,3,YES
155,644,108,165,34,4,9,49,27,12,61,70,1,5,5,4,7,6,YES
146,511,66,121,32,4,7,32,30,12,60,53,1,3,5,5,7,4,YES
104,281,36,63,12,2,7,34,10,7,37,48,6,2,1,2,12,2,YES
144,520,68,144,39,4,15,70,2,3,32,103,9,2,5,1,19,4,YES
156,586,104,158,28,4,27,93,9,6,76,110,4,19,0,4,8,2,YES
153,491,54,121,20,10,10,69,5,3,59,129,10,2,2,10,4,3,YES
153,575,94,173,42,5,30,97,7,5,66,80,7,1,4,9,18,9,YES
134,537,76,141,16,10,2,45,33,16,67,90,0,1,4,3,6,5,YES
91,279,34,79,15,4,4,32,0,0,21,31,5,1,2,2,8,1,YES
158,574,77,154,34,3,18,73,43,14,29,125,0,3,3,5,7,2,YES
151,543,101,161,25,9,32,92,20,11,73,112,4,3,0,9,20,3,YES
124,444,37,135,18,0,7,56,0,2,32,29,4,1,3,5,21,4,YES
118,392,47,90,13,1,15,48,1,4,60,109,6,0,2,2,4,11,YES
134,502,85,142,19,5,11,53,47,12,73,69,3,2,6,6,3,5,YES
156,596,102,149,29,8,17,46,20,7,84,154,1,5,2,3,4,7,YES
159,608,87,167,34,4,23,100,9,4,27,85,0,3,2,8,15,3,YES
156,482,52,122,34,0,7,56,3,1,45,74,1,1,0,4,15,6,YES
150,531,63,124,29,3,19,73,6,5,50,125,1,14,2,3,14,2,YES
133,471,55,142,29,4,5,53,28,5,24,108,2,4,0,3,9,4,YES
105,426,59,128,17,6,25,70,22,13,25,92,1,2,1,4,7,5,YES
129,479,59,97,20,1,11,41,9,4,34,102,1,4,5,4,9,6,YES
133,279,40,74,15,2,16,52,0,0,25,94,1,4,0,3,8,3,YES
156,602,100,170,36,2,18,81,16,2,80,137,4,6,0,6,13,4,YES
123,343,61,90,19,3,14,46,5,5,46,82,2,4,7,3,2,5,YES
139,520,86,165,39,1,8,50,7,1,47,42,1,7,5,2,8,1,YES
132,367,43,72,11,0,18,52,8,2,62,136,3,9,1,4,8,1,YES
113,288,30,55,7,1,16,43,1,0,23,80,0,1,3,2,4,6,YES
140,505,86,149,33,9,24,81,23,7,36,99,3,13,5,7,6,3,YES
139,539,99,161,34,4,16,77,23,8,51,86,4,4,5,6,5,1,YES
128,412,62,111,10,4,6,45,10,3,53,60,11,3,3,1,18,5,YES
111,432,58,124,34,2,18,61,2,1,25,58,1,4,1,5,13,1,YES
158,637,68,181,39,2,6,48,30,9,26,68,2,3,4,4,17,5,YES
145,532,75,132,25,1,9,59,4,3,59,62,5,3,20,4,5,4,YES
151,510,56,138,31,2,24,84,0,2,33,93,5,2,0,5,16,2,YES
152,560,76,160,22,8,15,65,11,3,48,58,4,1,6,4,8,5,YES
130,370,58,96,18,2,15,53,0,1,72,58,6,5,0,5,16,12,YES
152,474,59,116,21,5,5,50,23,5,25,67,0,2,11,2,4,4,YES
145,480,72,128,17,8,6,40,33,6,40,77,0,6,12,3,4,0,YES
158,640,111,185,37,11,22,81,22,10,52,132,1,7,5,2,17,1,YES
151,505,122,157,28,5,38,116,2,2,123,141,8,6,0,2,13,5,YES
160,598,90,158,32,5,28,93,3,3,46,95,3,3,2,6,16,1,YES
136,413,64,104,17,4,13,51,12,4,49,73,2,2,1,3,7,2,YES
142,607,98,186,18,12,10,57,40,6,32,31,2,1,2,3,7,8,YES
159,542,90,138,32,4,11,64,13,5,82,68,11,2,1,6,12,4,YES
134,433,54,92,28,4,15,42,11,4,59,133,2,4,3,2,3,3,YES
87,257,29,66,15,2,6,29,0,0,31,61,2,1,2,4,8,2,YES
141,456,61,119,21,2,18,68,1,1,45,91,5,5,1,5,19,4,YES
140,584,88,188,27,16,9,62,33,13,48,48,5,2,6,5,9,1,YES
149,545,100,150,36,8,21,86,35,7,79,133,10,3,1,7,12,6,YES
121,393,52,106,23,5,4,38,5,2,66,56,3,2,7,1,7,10,YES
85,297,36,79,20,2,9,43,0,1,29,71,3,2,0,3,10,4,YES
116,437,57,103,22,1,25,66,1,0,54,178,1,1,0,3,8,1,YES
150,551,64,175,37,4,10,79,4,4,38,57,4,3,4,8,20,5,YES
111,449,54,119,27,0,8,44,13,2,19,74,1,7,0,2,19,11,YES
144,504,99,137,15,2,17,66,16,8,109,55,8,8,3,5,1,7,YES
156,534,87,139,25,2,26,82,4,5,84,147,1,9,0,5,16,3,YES
154,551,85,132,29,0,29,79,5,1,71,143,1,6,0,3,9,1,YES
159,654,116,190,31,7,10,70,23,12,74,125,0,10,8,2,14,2,YES
129,491,64,136,20,4,6,35,33,15,33,89,4,1,2,4,13,5,YES
160,606,71,141,40,2,23,80,6,5,76,127,7,6,0,2,12,2,YES
145,547,99,174,32,1,36,103,0,2,49,62,6,3,0,7,25,6,YES
133,396,33,101,20,1,9,60,0,0,34,40,2,6,5,4,7,4,YES
157,594,86,179,27,5,28,93,7,5,77,44,18,3,0,3,17,12,YES
153,586,94,187,34,8,22,86,10,2,43,70,8,1,7,7,16,7,YES
150,564,100,178,34,7,25,91,17,5,40,66,1,9,0,4,18,6,YES
158,608,96,179,44,8,27,119,2,3,58,119,4,1,0,6,17,3,YES
148,542,78,148,28,5,16,61,20,13,69,82,6,1,2,5,7,2,YES
158,599,98,178,33,5,18,93,7,3,61,108,6,3,1,3,16,4,YES
113,256,40,59,12,3,2,27,12,5,38,44,0,5,11,3,1,3,YES
132,453,59,137,25,4,6,53,5,7,57,56,6,7,5,4,13,1,YES
126,470,86,123,23,0,40,121,0,1,60,120,7,1,2,6,15,8,YES
98,264,41,65,16,0,9,30,5,0,37,71,1,4,1,2,5,1,YES
155,567,75,144,21,0,32,85,4,5,57,94,2,0,0,4,15,3,YES
119,399,40,111,22,3,9,51,2,1,33,63,1,2,5,1,12,3,YES
145,578,69,187,41,3,10,68,1,2,30,18,11,0,0,6,13,11,YES
137,415,72,108,19,4,19,51,37,6,20,98,1,8,6,3,6,5,YES
155,543,96,145,28,4,19,78,24,7,78,133,0,9,7,6,10,5,YES
151,556,66,158,26,3,10,73,17,4,40,67,1,4,3,8,11,4,YES
141,466,58,140,33,3,15,77,3,5,39,64,4,2,0,8,8,1,YES
149,560,64,156,22,7,2,51,25,8,22,52,2,1,13,8,10,2,YES
131,415,57,134,18,6,4,66,0,0,49,42,4,4,4,5,11,0,YES
88,312,52,90,17,2,22,63,0,1,33,100,8,1,0,2,6,1,YES
149,508,73,125,34,0,22,79,0,1,57,120,6,6,0,5,14,7,YES
124,401,62,109,21,2,19,61,0,3,39,62,3,4,0,4,10,3,YES
151,527,97,139,37,3,22,72,28,13,68,102,3,16,4,5,18,5,YES
104,384,53,106,7,2,21,57,6,1,38,67,5,2,0,5,12,3,YES
114,381,51,110,33,2,7,55,1,7,16,57,4,4,1,3,7,3,YES
137,487,59,141,30,2,16,64,14,9,42,102,2,5,1,4,7,2,YES
140,537,66,147,17,0,16,67,3,8,41,49,7,0,1,4,20,7,YES
116,413,70,124,10,9,5,36,26,8,34,52,1,1,6,1,6,2,YES
162,634,79,147,27,1,24,115,22,6,48,93,18,7,0,8,12,7,YES
150,555,53,153,24,2,4,42,25,11,53,79,1,3,9,1,11,2,YES
104,367,43,100,28,2,6,45,20,9,49,59,5,1,1,5,3,7,YES
139,515,75,139,20,0,33,85,2,3,37,169,6,7,0,3,8,4,YES
145,528,85,152,35,2,16,83,4,2,77,105,0,15,0,5,9,3,YES
161,611,85,161,40,6,10,81,20,9,25,102,5,3,3,7,9,1,YES
128,450,64,138,38,0,11,49,1,3,36,59,1,2,11,4,17,3,YES
158,575,115,181,36,1,33,123,1,1,105,106,6,7,0,8,11,4,YES
131,395,54,102,20,7,4,33,4,6,32,50,2,2,2,2,5,1,YES
156,605,67,163,34,7,13,100,6,9,34,79,6,5,0,8,20,5,YES
148,564,82,147,32,5,27,92,9,6,29,125,0,8,1,1,12,4,YES
154,555,83,148,30,4,26,114,2,0,92,108,6,1,1,6,17,10,YES
150,539,72,145,27,5,16,68,19,8,31,63,1,6,4,2,10,3,YES
145,499,68,113,16,3,2,28,51,17,67,81,3,5,9,0,4,4,YES
152,442,44,100,11,1,3,27,16,4,36,53,0,1,23,0,2,10,YES
139,492,49,122,22,2,10,46,15,7,24,82,2,1,5,5,18,2,YES
141,501,77,114,18,2,23,78,15,15,60,123,1,5,2,5,8,3,YES
136,496,73,137,31,10,3,36,37,8,37,48,2,1,5,1,4,3,YES
140,459,38,121,24,5,2,57,9,13,36,63,6,4,6,5,10,4,YES
158,484,71,102,17,1,26,73,2,9,110,105,6,12,2,4,10,5,YES
151,565,78,159,24,6,1,50,25,5,59,40,0,4,1,5,8,0,YES
124,439,63,108,16,4,25,68,27,6,25,146,6,1,1,2,6,2,YES
154,575,74,145,19,10,4,44,41,17,59,59,2,2,19,4,9,2,YES
161,691,80,199,29,13,4,74,21,12,41,87,0,4,5,3,9,1,YES
150,516,79,135,30,5,34,87,5,5,70,166,6,9,0,6,11,1,YES
156,581,54,156,33,3,19,70,0,3,55,97,8,6,0,5,9,3,YES
140,524,87,139,22,3,23,86,8,4,73,99,1,0,1,4,10,2,YES
152,584,92,151,30,7,18,70,37,15,76,91,4,4,1,5,12,5,YES
155,566,74,139,21,1,22,75,1,0,59,75,8,3,1,9,9,7,YES
135,420,41,104,12,3,4,28,6,6,15,23,1,3,15,2,8,2,YES
162,644,116,168,29,5,29,82,9,10,88,178,2,11,0,1,12,2,YES
156,582,92,164,35,0,32,99,1,0,54,89,6,9,0,5,17,4,YES
161,655,126,195,45,9,30,95,22,8,56,87,5,4,1,5,20,7,YES
150,498,84,124,35,1,29,82,0,0,97,126,2,3,3,6,13,5,YES
147,548,74,171,27,4,16,86,1,1,53,83,5,8,2,5,6,6,YES
145,597,92,174,42,8,18,77,21,6,46,82,1,2,3,6,2,1,YES
158,598,94,162,24,3,45,125,2,4,60,178,5,6,0,3,20,4,YES
159,623,108,202,37,7,38,109,11,9,42,95,13,7,0,5,15,2,YES
155,617,106,189,32,12,24,101,31,1,52,120,2,5,1,5,7,3,NO
146,524,82,133,35,6,20,77,10,0,54,88,1,12,0,4,9,6,NO
155,578,98,150,30,1,44,102,24,9,76,223,3,5,0,3,8,2,NO
138,415,35,103,8,6,1,24,5,9,29,49,13,0,4,0,8,6,NO
115,301,30,79,11,4,1,21,8,2,28,53,1,1,4,1,0,4,NO
132,334,42,87,9,3,3,19,20,12,33,46,4,3,7,1,5,4,NO
158,539,90,135,26,1,20,68,5,8,102,121,6,0,2,7,14,6,NO
151,543,69,146,32,3,16,71,4,1,44,110,5,8,0,8,9,6,NO
145,539,64,139,30,6,8,48,5,1,42,71,14,5,2,4,16,4,NO
96,292,39,76,3,0,8,42,4,2,16,21,2,3,0,7,11,11,NO
138,555,97,156,24,0,18,67,11,5,59,110,0,3,8,2,7,1,NO
103,286,16,57,12,1,0,24,0,1,26,28,5,0,1,1,10,6,NO
160,636,92,180,26,10,5,52,24,20,59,82,1,2,17,2,9,5,NO
122,302,43,84,13,2,7,40,0,6,28,50,3,2,1,4,7,4,NO
122,374,36,94,18,1,5,26,3,3,62,23,4,3,6,4,11,6,NO
99,274,45,79,21,0,15,48,0,1,46,45,2,3,2,0,8,6,NO
115,413,48,111,19,3,17,59,3,2,30,54,5,4,0,5,18,6,NO
146,511,61,140,20,4,12,68,0,2,28,61,6,0,6,5,9,2,NO
109,314,33,79,15,1,4,44,1,1,29,42,2,1,4,3,7,5,NO
132,264,41,77,14,5,13,39,1,3,28,62,0,6,0,3,1,9,NO
70,259,46,84,12,3,2,31,5,0,30,43,11,8,4,1,8,0,NO
160,658,82,188,22,5,3,79,19,10,43,68,1,6,1,10,23,2,NO
132,388,47,108,22,2,12,50,5,0,30,81,3,2,3,3,12,12,NO
151,456,79,111,21,1,10,56,21,5,75,80,3,7,1,6,11,6,NO
103,323,49,89,23,7,17,47,4,2,22,110,2,4,0,1,6,1,NO
124,351,45,93,9,5,6,32,20,12,36,55,7,3,0,2,11,2,NO
143,451,48,118,15,6,4,47,3,8,58,66,2,3,5,7,17,7,NO
121,388,57,99,10,4,11,40,15,11,84,80,6,1,13,3,10,1,NO
102,419,68,136,27,4,10,51,8,3,18,58,4,2,0,2,12,0,NO
143,507,72,128,27,2,18,76,3,5,91,101,4,3,0,8,21,2,NO
67,257,31,68,9,3,3,21,9,4,10,47,0,2,10,1,6,0,NO
108,342,37,88,22,0,12,51,2,2,24,75,0,10,0,2,11,2,NO
112,263,37,74,13,5,2,31,5,5,17,40,0,0,13,1,6,4,NO
130,461,51,122,31,3,10,46,1,3,21,58,0,7,6,3,8,9,NO
153,558,118,175,42,3,44,122,13,6,56,110,3,21,0,9,13,3,NO
127,375,47,97,20,3,12,45,8,7,26,55,2,3,7,1,10,2,NO
128,480,40,115,13,2,8,50,0,4,19,61,3,1,9,5,19,9,NO
142,377,41,94,22,0,9,46,0,2,30,76,6,1,3,2,6,4,NO
152,440,41,110,18,6,5,37,1,2,35,87,1,0,7,5,6,3,NO
147,343,36,76,9,3,0,21,4,1,19,41,0,0,18,3,5,1,NO
110,343,41,75,20,4,2,24,1,5,51,81,0,4,10,1,11,7,NO
159,532,63,124,25,5,8,47,29,11,44,73,0,13,9,4,12,3,NO
157,595,85,147,25,1,15,68,52,12,58,72,4,20,1,11,11,6,NO
139,504,68,139,28,5,5,25,30,10,33,42,5,6,1,1,4,6,NO
143,536,74,150,29,0,31,99,2,1,64,133,7,6,0,3,14,4,NO
98,329,50,83,11,3,9,39,3,1,56,80,4,4,7,4,4,8,NO
155,585,95,157,25,3,8,63,29,12,70,94,0,8,2,5,12,8,NO
143,457,57,118,17,1,20,67,2,2,39,44,2,4,3,7,13,7,NO
113,323,26,94,16,2,1,26,1,0,31,21,9,0,5,2,9,3,NO
89,307,28,83,14,1,4,21,0,1,28,76,0,2,5,1,6,1,NO
74,251,22,42,11,1,9,34,0,0,9,69,0,2,0,2,7,4,NO
128,443,46,113,9,8,0,24,2,2,22,20,14,0,6,3,15,5,NO
95,287,23,63,10,1,1,21,2,2,11,17,0,1,8,1,10,6,NO
132,439,73,114,20,14,6,36,13,8,57,104,0,2,7,0,5,2,NO
88,285,45,67,6,1,7,19,12,0,22,62,1,2,4,1,2,1,NO
96,297,42,84,9,0,19,52,0,1,31,41,3,3,2,0,5,3,NO
141,463,74,126,22,5,20,78,0,1,47,91,2,0,0,7,12,4,NO
110,334,30,82,13,6,2,34,2,2,31,70,6,6,3,5,8,1,NO
137,391,35,83,15,1,13,46,0,0,14,71,3,1,0,3,9,8,NO
143,549,58,122,9,3,0,12,21,5,54,34,1,3,12,0,6,0,NO
141,501,49,104,25,1,7,41,4,2,36,64,5,6,4,6,22,3,NO
133,477,79,139,19,7,2,42,13,7,54,48,2,6,7,2,17,1,NO
159,573,69,153,34,3,22,92,5,10,69,53,4,1,3,9,18,3,NO
158,604,98,185,30,4,24,107,9,5,61,94,6,2,2,4,19,7,NO
137,412,65,107,12,5,14,47,27,8,29,82,4,0,2,3,8,1,NO
94,304,31,67,9,2,11,46,0,2,42,103,1,5,0,2,10,2,NO
159,482,67,119,15,4,12,49,6,9,67,84,3,5,10,3,8,6,NO
144,468,50,130,40,3,11,66,3,4,49,77,2,2,16,4,9,1,NO
155,606,93,176,38,5,18,76,35,11,46,153,6,1,1,3,11,2,NO
93,301,30,73,14,1,5,37,0,1,11,53,1,0,3,3,8,5,NO
100,324,38,87,19,2,1,21,2,5,31,27,3,1,3,3,7,7,NO
155,612,93,180,24,4,0,31,29,6,57,47,1,5,11,3,5,4,NO
121,447,65,119,32,0,15,54,4,3,40,86,0,6,2,4,10,1,NO
161,585,71,149,31,3,10,72,4,1,51,93,9,3,3,4,8,2,NO
118,332,32,79,11,3,5,28,5,4,25,34,0,1,1,1,8,2,NO
131,438,51,87,20,2,22,60,0,3,17,158,1,17,0,4,12,1,NO
91,251,36,59,8,2,2,23,3,3,23,48,0,3,9,0,2,0,NO
117,298,24,73,20,2,0,24,1,1,7,47,0,2,5,1,3,3,NO
140,514,84,126,16,2,9,45,33,11,74,115,1,4,9,8,11,3,NO
128,437,56,131,36,2,7,56,1,3,52,37,0,4,2,4,11,9,NO
110,361,38,94,27,0,14,60,0,0,41,101,7,13,5,2,8,6,NO
148,498,57,112,20,4,27,84,0,5,57,166,5,2,1,5,11,3,NO
82,276,48,79,12,4,9,33,15,6,34,56,3,2,0,1,3,2,NO
125,472,65,131,22,3,20,65,3,3,29,89,3,8,1,4,9,3,NO
150,470,63,132,23,6,7,56,10,5,48,62,5,1,1,3,9,1,NO
128,376,52,94,16,4,5,45,2,1,39,83,0,1,7,5,12,2,NO
160,634,89,172,24,0,10,59,1,2,55,76,3,3,0,8,17,7,NO
133,371,52,98,14,3,5,30,12,9,32,64,0,1,2,3,2,0,NO
128,436,49,109,28,0,7,48,11,4,41,91,2,14,5,7,6,2,NO
93,315,53,87,10,2,2,26,4,2,36,63,0,3,3,1,8,7,NO
111,308,42,88,18,0,8,40,2,0,58,52,7,1,1,3,6,4,NO
136,395,54,98,31,5,12,42,0,0,47,99,4,4,1,5,15,8,NO
123,270,42,59,13,1,5,17,7,3,19,55,0,3,3,3,7,2,NO
150,557,53,138,31,1,10,61,0,1,47,69,6,5,4,4,24,10,NO
100,286,41,79,19,0,11,35,3,4,15,49,1,9,0,5,5,2,NO
137,559,72,164,23,0,3,43,15,2,51,38,0,1,22,5,11,5,NO
97,324,27,89,14,2,4,32,7,6,17,31,5,1,2,1,9,11,NO
155,603,60,164,30,5,6,67,37,18,21,68,7,3,2,1,18,7,NO
103,295,35,82,16,1,9,47,3,1,37,13,9,4,1,2,8,3,NO
97,323,40,92,22,4,8,46,4,1,31,105,6,0,0,5,7,10,NO
144,560,79,135,33,4,11,55,42,14,57,152,0,3,3,3,7,5,NO
158,477,70,134,18,3,28,70,0,3,63,123,6,4,0,2,14,3,NO
151,513,77,140,25,4,26,86,5,8,88,99,10,1,3,2,23,11,NO
135,320,19,68,12,1,1,18,7,1,24,36,3,3,7,6,5,6,NO
113,274,17,65,9,3,3,28,2,1,15,37,3,1,3,0,7,6,NO
106,297,44,75,18,0,16,52,5,1,29,76,1,2,0,2,6,4,NO
139,493,54,127,17,11,8,49,8,8,19,91,1,1,4,4,10,6,NO
158,584,61,141,26,3,20,67,17,6,25,136,6,3,8,4,16,4,NO
150,438,31,98,12,2,2,20,1,2,16,54,0,5,11,2,13,6,NO
137,507,70,128,19,0,20,63,10,2,66,77,9,0,0,3,18,3,NO
109,343,52,111,19,6,9,52,9,4,31,51,0,2,4,1,4,0,NO
123,402,50,99,19,2,11,46,2,4,37,71,9,4,3,3,11,3,NO
128,310,40,79,20,1,0,22,12,4,31,73,3,3,2,2,6,5,NO
112,421,74,113,28,1,26,77,12,2,67,114,2,3,0,6,8,3,NO
146,566,60,149,23,4,11,35,25,6,21,58,0,6,3,3,9,13,NO
111,261,29,63,15,0,4,19,8,1,9,63,0,4,2,1,6,1,NO
110,307,44,68,15,5,0,29,15,11,34,27,0,0,7,1,5,2,NO
132,451,46,98,13,2,4,32,17,5,31,97,5,0,7,4,6,9,NO
128,397,48,87,15,0,4,26,25,7,31,82,2,5,4,0,1,0,NO
147,511,65,147,20,3,15,73,3,7,59,88,3,2,4,5,12,0,NO
94,251,30,57,6,0,2,12,12,2,18,60,0,0,4,0,5,4,NO
93,266,30,46,10,0,6,31,4,5,21,109,1,5,1,2,2,7,NO
84,314,29,83,15,1,0,30,2,2,15,45,0,0,2,5,12,0,NO
120,427,60,125,15,5,2,28,5,4,50,69,1,1,9,1,7,8,NO
121,480,73,143,33,4,17,69,12,6,42,70,3,5,1,3,17,5,NO
136,432,51,103,19,3,8,38,5,1,33,66,1,4,9,1,10,2,NO
150,532,69,147,33,4,11,58,13,5,36,123,3,6,4,1,16,1,NO
126,439,48,117,21,3,18,66,1,0,49,92,2,5,0,3,15,12,NO
135,393,47,100,20,5,3,31,12,8,42,54,4,0,6,4,6,6,NO
87,280,37,77,17,1,11,36,5,1,33,64,5,1,0,3,1,5,NO
106,280,35,82,18,3,5,28,6,10,11,40,0,1,1,0,6,4,NO
74,250,40,65,12,4,4,18,11,3,19,42,3,0,1,2,3,0,NO
112,411,51,94,19,3,18,55,1,1,39,75,3,3,3,4,6,6,NO
92,336,46,81,17,1,10,43,0,0,33,43,6,1,1,3,6,4,NO
86,285,25,64,10,4,1,17,3,0,14,35,2,0,5,1,4,3,NO
119,388,63,99,28,2,14,60,15,4,29,75,2,4,1,4,14,4,NO
82,292,48,88,18,1,10,46,1,1,49,61,5,4,0,2,4,11,NO
111,433,78,127,26,4,26,64,16,5,45,123,2,6,0,3,4,0,NO
152,521,49,141,21,3,16,46,0,1,26,55,5,0,2,4,12,0,NO
88,257,30,71,12,0,8,30,5,2,16,82,0,3,0,0,16,2,NO
137,507,74,154,32,1,26,104,12,6,25,92,3,3,4,5,8,11,NO
151,481,60,121,18,2,17,59,4,1,41,75,2,1,6,4,13,4,NO
113,415,62,111,25,1,19,75,1,3,52,56,3,3,0,7,13,5,NO
91,261,30,56,10,5,0,21,8,4,6,68,1,3,7,0,7,1,NO
132,386,46,99,17,5,3,30,9,9,58,59,5,1,2,2,12,5,NO
142,435,45,102,16,6,14,55,1,0,29,49,8,0,3,8,15,8,NO
144,521,77,127,27,2,18,74,0,0,58,96,3,15,1,7,19,4,NO
132,429,48,117,30,2,10,49,0,4,27,65,4,2,1,5,11,3,NO
102,384,40,111,14,2,2,29,1,2,28,46,0,7,7,3,6,6,NO
82,251,34,57,9,0,8,30,0,0,35,76,0,9,0,1,6,9,NO
95,271,23,72,10,1,0,12,1,1,12,14,1,2,7,1,7,5,NO
154,575,70,150,26,2,22,92,8,7,49,88,13,5,0,7,12,5,NO
